38,38,38,38,38,38,38,38,38,38,23,38,38,35,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,36,23,38,38,38,23,38,38,38,38,38,23,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,38,38,38,38,38,35,43,43,44,53,31,53,31,53,31,31,31,31,53,30,30,30,30,53,30,53,30,31,30,53,30,53,53,53,53,53,30,53,53,30,30,53,31,31,53,30,31,53,30,53,53,31,53,53,53,30,53,30,42,36,38,38,38,38,38,38,38,23,23,38,38,38,23,38,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,38,38,23,38,38,39,53,30,30,53,50,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,51,31,53,30,42,36,23,38,38,38,38,38,38,38,38,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,38,38,38,38,35,44,53,30,50,58,45,15,16,16,16,16,16,15,16,16,16,16,16,16,15,16,16,16,45,16,16,16,16,15,45,16,16,45,16,16,16,15,45,45,16,15,16,45,45,16,16,16,16,16,16,57,51,53,31,31,42,36,38,38,38,38,38,38,38,38,23,38,23,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,23,38,38,38,38,38,38,38,39,30,31,53,54,16,45,15,16,16,0,16,15,16,16,0,16,16,16,15,15,45,16,15,16,16,16,16,16,16,45,16,15,16,16,16,45,45,16,15,16,45,46,16,16,16,16,15,16,15,16,16,57,51,53,53,30,42,36,38,38,38,38,38,38,38,38,38,38,38,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,23,38,23,38,39,53,30,50,59,45,16,15,16,15,45,46,16,16,16,16,46,15,16,45,16,45,16,16,0,16,45,16,67,68,69,45,15,16,15,16,16,16,15,45,16,16,16,16,16,61,16,16,16,16,46,16,16,57,58,51,30,53,42,36,38,38,38,23,23,38,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,38,38,35,43,44,53,50,59,16,46,15,45,67,68,69,46,16,16,0,15,16,16,45,85,16,0,16,16,16,16,45,16,72,73,74,16,16,16,16,16,16,16,0,46,16,16,85,46,45,16,45,45,15,16,16,45,16,15,16,57,51,53,53,42,36,38,38,38,38,38,38,38,38,23,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,23,38,38,38,38,23,39,31,30,30,54,16,0,16,16,16,72,73,74,16,46,15,16,0,45,16,16,16,16,16,15,0,16,45,16,16,45,16,16,16,85,15,16,15,45,15,61,16,46,15,0,16,0,16,45,16,16,16,16,16,45,16,16,16,57,51,30,53,37,38,38,38,38,38,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,23,38,23,23,39,31,53,30,54,16,45,45,16,16,46,16,15,16,46,16,45,16,45,16,16,15,16,16,46,45,16,45,45,16,16,61,16,45,15,15,16,16,16,0,16,16,16,45,16,46,45,15,15,15,67,68,69,45,16,16,16,15,45,52,53,30,42,36,38,38,38,38,38,38,23,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,38,38,38,38,38,39,53,53,50,59,45,16,16,15,15,16,15,16,16,83,16,16,16,15,16,16,45,16,16,45,45,46,16,16,0,16,16,16,15,16,45,16,16,16,16,16,16,16,16,16,45,16,16,16,16,72,73,74,16,61,16,15,16,15,57,51,53,53,37,38,38,38,38,38,38,23,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
